dataset\Actor_02\03-01-03-01-02-01-02.wav,2,dataset\Actor_02\03-01-03-01-02-01-02
dataset\Actor_02\03-01-03-01-02-02-02.wav,2,dataset\Actor_02\03-01-03-01-02-02-02
dataset\Actor_02\03-01-03-02-01-01-02.wav,2,dataset\Actor_02\03-01-03-02-01-01-02
dataset\Actor_02\03-01-03-02-01-02-02.wav,2,dataset\Actor_02\03-01-03-02-01-02-02
dataset\Actor_02\03-01-03-02-02-01-02.wav,2,dataset\Actor_02\03-01-03-02-02-01-02
dataset\Actor_02\03-01-03-02-02-02-02.wav,2,dataset\Actor_02\03-01-03-02-02-02-02
dataset\Actor_02\03-01-04-01-01-01-02.wav,3,dataset\Actor_02\03-01-04-01-01-01-02
dataset\Actor_02\03-01-04-01-01-02-02.wav,3,dataset\Actor_02\03-01-04-01-01-02-02
dataset\Actor_02\03-01-04-01-02-01-02.wav,3,dataset\Actor_02\03-01-04-01-02-01-02
dataset\Actor_02\03-01-04-01-02-02-02.wav,3,dataset\Actor_02\03-01-04-01-02-02-02
dataset\Actor_02\03-01-04-02-01-01-02.wav,3,dataset\Actor_02\03-01-04-02-01-01-02
dataset\Actor_02\03-01-04-02-01-02-02.wav,3,dataset\Actor_02\03-01-04-02-01-02-02
dataset\Actor_02\03-01-04-02-02-01-02.wav,3,dataset\Actor_02\03-01-04-02-02-01-02
dataset\Actor_02\03-01-04-02-02-02-02.wav,3,dataset\Actor_02\03-01-04-02-02-02-02
dataset\Actor_02\03-01-05-01-01-01-02.wav,4,dataset\Actor_02\03-01-05-01-01-01-02
dataset\Actor_02\03-01-05-01-01-02-02.wav,4,dataset\Actor_02\03-01-05-01-01-02-02
dataset\Actor_02\03-01-05-01-02-01-02.wav,4,dataset\Actor_02\03-01-05-01-02-01-02
dataset\Actor_02\03-01-05-01-02-02-02.wav,4,dataset\Actor_02\03-01-05-01-02-02-02
dataset\Actor_02\03-01-05-02-01-01-02.wav,4,dataset\Actor_02\03-01-05-02-01-01-02
dataset\Actor_02\03-01-05-02-01-02-02.wav,4,dataset\Actor_02\03-01-05-02-01-02-02
dataset\Actor_02\03-01-05-02-02-01-02.wav,4,dataset\Actor_02\03-01-05-02-02-01-02
dataset\Actor_02\03-01-05-02-02-02-02.wav,4,dataset\Actor_02\03-01-05-02-02-02-02
dataset\Actor_02\03-01-06-01-01-01-02.wav,5,dataset\Actor_02\03-01-06-01-01-01-02
dataset\Actor_02\03-01-06-01-01-02-02.wav,5,dataset\Actor_02\03-01-06-01-01-02-02
dataset\Actor_02\03-01-06-01-02-01-02.wav,5,dataset\Actor_02\03-01-06-01-02-01-02
dataset\Actor_02\03-01-06-01-02-02-02.wav,5,dataset\Actor_02\03-01-06-01-02-02-02
dataset\Actor_02\03-01-06-02-01-01-02.wav,5,dataset\Actor_02\03-01-06-02-01-01-02
dataset\Actor_02\03-01-06-02-01-02-02.wav,5,dataset\Actor_02\03-01-06-02-01-02-02
dataset\Actor_02\03-01-06-02-02-01-02.wav,5,dataset\Actor_02\03-01-06-02-02-01-02
dataset\Actor_02\03-01-06-02-02-02-02.wav,5,dataset\Actor_02\03-01-06-02-02-02-02
dataset\Actor_02\03-01-07-01-01-01-02.wav,6,dataset\Actor_02\03-01-07-01-01-01-02
dataset\Actor_02\03-01-07-01-01-02-02.wav,6,dataset\Actor_02\03-01-07-01-01-02-02
dataset\Actor_02\03-01-07-01-02-01-02.wav,6,dataset\Actor_02\03-01-07-01-02-01-02
dataset\Actor_02\03-01-07-01-02-02-02.wav,6,dataset\Actor_02\03-01-07-01-02-02-02
dataset\Actor_02\03-01-07-02-01-01-02.wav,6,dataset\Actor_02\03-01-07-02-01-01-02
dataset\Actor_02\03-01-07-02-01-02-02.wav,6,dataset\Actor_02\03-01-07-02-01-02-02
dataset\Actor_02\03-01-07-02-02-01-02.wav,6,dataset\Actor_02\03-01-07-02-02-01-02
dataset\Actor_02\03-01-07-02-02-02-02.wav,6,dataset\Actor_02\03-01-07-02-02-02-02
dataset\Actor_02\03-01-08-01-01-01-02.wav,7,dataset\Actor_02\03-01-08-01-01-01-02
dataset\Actor_02\03-01-08-01-01-02-02.wav,7,dataset\Actor_02\03-01-08-01-01-02-02
dataset\Actor_02\03-01-08-01-02-01-02.wav,7,dataset\Actor_02\03-01-08-01-02-01-02
dataset\Actor_02\03-01-08-01-02-02-02.wav,7,dataset\Actor_02\03-01-08-01-02-02-02
dataset\Actor_02\03-01-08-02-01-01-02.wav,7,dataset\Actor_02\03-01-08-02-01-01-02
dataset\Actor_02\03-01-08-02-01-02-02.wav,7,dataset\Actor_02\03-01-08-02-01-02-02
dataset\Actor_02\03-01-08-02-02-01-02.wav,7,dataset\Actor_02\03-01-08-02-02-01-02
dataset\Actor_02\03-01-08-02-02-02-02.wav,7,dataset\Actor_02\03-01-08-02-02-02-02
dataset\Actor_03\03-01-01-01-01-01-03.wav,0,dataset\Actor_03\03-01-01-01-01-01-03
dataset\Actor_03\03-01-01-01-01-02-03.wav,0,dataset\Actor_03\03-01-01-01-01-02-03
dataset\Actor_03\03-01-01-01-02-01-03.wav,0,dataset\Actor_03\03-01-01-01-02-01-03
dataset\Actor_03\03-01-01-01-02-02-03.wav,0,dataset\Actor_03\03-01-01-01-02-02-03
dataset\Actor_03\03-01-02-01-01-01-03.wav,1,dataset\Actor_03\03-01-02-01-01-01-03
dataset\Actor_03\03-01-02-01-01-02-03.wav,1,dataset\Actor_03\03-01-02-01-01-02-03
dataset\Actor_03\03-01-02-01-02-01-03.wav,1,dataset\Actor_03\03-01-02-01-02-01-03
dataset\Actor_03\03-01-02-01-02-02-03.wav,1,dataset\Actor_03\03-01-02-01-02-02-03
dataset\Actor_03\03-01-02-02-01-01-03.wav,1,dataset\Actor_03\03-01-02-02-01-01-03
dataset\Actor_03\03-01-02-02-01-02-03.wav,1,dataset\Actor_03\03-01-02-02-01-02-03
dataset\Actor_03\03-01-02-02-02-01-03.wav,1,dataset\Actor_03\03-01-02-02-02-01-03
dataset\Actor_03\03-01-02-02-02-02-03.wav,1,dataset\Actor_03\03-01-02-02-02-02-03
dataset\Actor_03\03-01-03-01-01-01-03.wav,2,dataset\Actor_03\03-01-03-01-01-01-03
dataset\Actor_03\03-01-03-01-01-02-03.wav,2,dataset\Actor_03\03-01-03-01-01-02-03
dataset\Actor_03\03-01-03-01-02-01-03.wav,2,dataset\Actor_03\03-01-03-01-02-01-03
dataset\Actor_03\03-01-03-01-02-02-03.wav,2,dataset\Actor_03\03-01-03-01-02-02-03
dataset\Actor_03\03-01-03-02-01-01-03.wav,2,dataset\Actor_03\03-01-03-02-01-01-03
dataset\Actor_03\03-01-03-02-01-02-03.wav,2,dataset\Actor_03\03-01-03-02-01-02-03
dataset\Actor_03\03-01-03-02-02-01-03.wav,2,dataset\Actor_03\03-01-03-02-02-01-03
dataset\Actor_03\03-01-03-02-02-02-03.wav,2,dataset\Actor_03\03-01-03-02-02-02-03
dataset\Actor_03\03-01-04-01-01-01-03.wav,3,dataset\Actor_03\03-01-04-01-01-01-03
dataset\Actor_03\03-01-04-01-01-02-03.wav,3,dataset\Actor_03\03-01-04-01-01-02-03
dataset\Actor_03\03-01-04-01-02-01-03.wav,3,dataset\Actor_03\03-01-04-01-02-01-03
dataset\Actor_03\03-01-04-01-02-02-03.wav,3,dataset\Actor_03\03-01-04-01-02-02-03
dataset\Actor_03\03-01-04-02-01-01-03.wav,3,dataset\Actor_03\03-01-04-02-01-01-03
dataset\Actor_03\03-01-04-02-01-02-03.wav,3,dataset\Actor_03\03-01-04-02-01-02-03
dataset\Actor_03\03-01-04-02-02-01-03.wav,3,dataset\Actor_03\03-01-04-02-02-01-03
dataset\Actor_03\03-01-04-02-02-02-03.wav,3,dataset\Actor_03\03-01-04-02-02-02-03
dataset\Actor_03\03-01-05-01-01-01-03.wav,4,dataset\Actor_03\03-01-05-01-01-01-03
dataset\Actor_03\03-01-05-01-01-02-03.wav,4,dataset\Actor_03\03-01-05-01-01-02-03
dataset\Actor_03\03-01-05-01-02-01-03.wav,4,dataset\Actor_03\03-01-05-01-02-01-03
dataset\Actor_03\03-01-05-01-02-02-03.wav,4,dataset\Actor_03\03-01-05-01-02-02-03
dataset\Actor_03\03-01-05-02-01-01-03.wav,4,dataset\Actor_03\03-01-05-02-01-01-03
dataset\Actor_03\03-01-05-02-01-02-03.wav,4,dataset\Actor_03\03-01-05-02-01-02-03
dataset\Actor_03\03-01-05-02-02-01-03.wav,4,dataset\Actor_03\03-01-05-02-02-01-03
dataset\Actor_03\03-01-05-02-02-02-03.wav,4,dataset\Actor_03\03-01-05-02-02-02-03
dataset\Actor_03\03-01-06-01-01-01-03.wav,5,dataset\Actor_03\03-01-06-01-01-01-03
dataset\Actor_03\03-01-06-01-01-02-03.wav,5,dataset\Actor_03\03-01-06-01-01-02-03
dataset\Actor_03\03-01-06-01-02-01-03.wav,5,dataset\Actor_03\03-01-06-01-02-01-03
dataset\Actor_03\03-01-06-01-02-02-03.wav,5,dataset\Actor_03\03-01-06-01-02-02-03
dataset\Actor_03\03-01-06-02-01-01-03.wav,5,dataset\Actor_03\03-01-06-02-01-01-03
dataset\Actor_03\03-01-06-02-01-02-03.wav,5,dataset\Actor_03\03-01-06-02-01-02-03
dataset\Actor_03\03-01-06-02-02-01-03.wav,5,dataset\Actor_03\03-01-06-02-02-01-03
dataset\Actor_03\03-01-06-02-02-02-03.wav,5,dataset\Actor_03\03-01-06-02-02-02-03
dataset\Actor_03\03-01-07-01-01-01-03.wav,6,dataset\Actor_03\03-01-07-01-01-01-03
dataset\Actor_03\03-01-07-01-01-02-03.wav,6,dataset\Actor_03\03-01-07-01-01-02-03
dataset\Actor_03\03-01-07-01-02-01-03.wav,6,dataset\Actor_03\03-01-07-01-02-01-03
dataset\Actor_03\03-01-07-01-02-02-03.wav,6,dataset\Actor_03\03-01-07-01-02-02-03
dataset\Actor_03\03-01-07-02-01-01-03.wav,6,dataset\Actor_03\03-01-07-02-01-01-03
dataset\Actor_03\03-01-07-02-01-02-03.wav,6,dataset\Actor_03\03-01-07-02-01-02-03
dataset\Actor_03\03-01-07-02-02-01-03.wav,6,dataset\Actor_03\03-01-07-02-02-01-03
dataset\Actor_03\03-01-07-02-02-02-03.wav,6,dataset\Actor_03\03-01-07-02-02-02-03
dataset\Actor_03\03-01-08-01-01-01-03.wav,7,dataset\Actor_03\03-01-08-01-01-01-03
dataset\Actor_03\03-01-08-01-01-02-03.wav,7,dataset\Actor_03\03-01-08-01-01-02-03
dataset\Actor_03\03-01-08-01-02-01-03.wav,7,dataset\Actor_03\03-01-08-01-02-01-03
dataset\Actor_03\03-01-08-01-02-02-03.wav,7,dataset\Actor_03\03-01-08-01-02-02-03
dataset\Actor_03\03-01-08-02-01-01-03.wav,7,dataset\Actor_03\03-01-08-02-01-01-03
dataset\Actor_03\03-01-08-02-01-02-03.wav,7,dataset\Actor_03\03-01-08-02-01-02-03
dataset\Actor_03\03-01-08-02-02-01-03.wav,7,dataset\Actor_03\03-01-08-02-02-01-03
dataset\Actor_03\03-01-08-02-02-02-03.wav,7,dataset\Actor_03\03-01-08-02-02-02-03
dataset\Actor_04\03-01-01-01-01-01-04.wav,0,dataset\Actor_04\03-01-01-01-01-01-04
dataset\Actor_04\03-01-01-01-01-02-04.wav,0,dataset\Actor_04\03-01-01-01-01-02-04
dataset\Actor_04\03-01-01-01-02-01-04.wav,0,dataset\Actor_04\03-01-01-01-02-01-04
dataset\Actor_04\03-01-01-01-02-02-04.wav,0,dataset\Actor_04\03-01-01-01-02-02-04
dataset\Actor_04\03-01-02-01-01-01-04.wav,1,dataset\Actor_04\03-01-02-01-01-01-04
dataset\Actor_04\03-01-02-01-01-02-04.wav,1,dataset\Actor_04\03-01-02-01-01-02-04
dataset\Actor_04\03-01-02-01-02-01-04.wav,1,dataset\Actor_04\03-01-02-01-02-01-04
dataset\Actor_04\03-01-02-01-02-02-04.wav,1,dataset\Actor_04\03-01-02-01-02-02-04
dataset\Actor_04\03-01-02-02-01-01-04.wav,1,dataset\Actor_04\03-01-02-02-01-01-04
dataset\Actor_04\03-01-02-02-01-02-04.wav,1,dataset\Actor_04\03-01-02-02-01-02-04
dataset\Actor_04\03-01-02-02-02-01-04.wav,1,dataset\Actor_04\03-01-02-02-02-01-04
dataset\Actor_04\03-01-02-02-02-02-04.wav,1,dataset\Actor_04\03-01-02-02-02-02-04
dataset\Actor_04\03-01-03-01-01-01-04.wav,2,dataset\Actor_04\03-01-03-01-01-01-04
dataset\Actor_04\03-01-03-01-01-02-04.wav,2,dataset\Actor_04\03-01-03-01-01-02-04
dataset\Actor_04\03-01-03-01-02-01-04.wav,2,dataset\Actor_04\03-01-03-01-02-01-04
dataset\Actor_04\03-01-03-01-02-02-04.wav,2,dataset\Actor_04\03-01-03-01-02-02-04
dataset\Actor_04\03-01-03-02-01-01-04.wav,2,dataset\Actor_04\03-01-03-02-01-01-04
dataset\Actor_04\03-01-03-02-01-02-04.wav,2,dataset\Actor_04\03-01-03-02-01-02-04
dataset\Actor_04\03-01-03-02-02-01-04.wav,2,dataset\Actor_04\03-01-03-02-02-01-04
dataset\Actor_04\03-01-03-02-02-02-04.wav,2,dataset\Actor_04\03-01-03-02-02-02-04
dataset\Actor_04\03-01-04-01-01-01-04.wav,3,dataset\Actor_04\03-01-04-01-01-01-04
dataset\Actor_04\03-01-04-01-01-02-04.wav,3,dataset\Actor_04\03-01-04-01-01-02-04
dataset\Actor_04\03-01-04-01-02-01-04.wav,3,dataset\Actor_04\03-01-04-01-02-01-04
dataset\Actor_04\03-01-04-01-02-02-04.wav,3,dataset\Actor_04\03-01-04-01-02-02-04
dataset\Actor_04\03-01-04-02-01-01-04.wav,3,dataset\Actor_04\03-01-04-02-01-01-04
dataset\Actor_04\03-01-04-02-01-02-04.wav,3,dataset\Actor_04\03-01-04-02-01-02-04
dataset\Actor_04\03-01-04-02-02-01-04.wav,3,dataset\Actor_04\03-01-04-02-02-01-04
dataset\Actor_04\03-01-04-02-02-02-04.wav,3,dataset\Actor_04\03-01-04-02-02-02-04
dataset\Actor_04\03-01-05-01-01-01-04.wav,4,dataset\Actor_04\03-01-05-01-01-01-04
dataset\Actor_04\03-01-05-01-01-02-04.wav,4,dataset\Actor_04\03-01-05-01-01-02-04
dataset\Actor_04\03-01-05-01-02-01-04.wav,4,dataset\Actor_04\03-01-05-01-02-01-04
dataset\Actor_04\03-01-05-01-02-02-04.wav,4,dataset\Actor_04\03-01-05-01-02-02-04
dataset\Actor_04\03-01-05-02-01-01-04.wav,4,dataset\Actor_04\03-01-05-02-01-01-04
dataset\Actor_04\03-01-05-02-01-02-04.wav,4,dataset\Actor_04\03-01-05-02-01-02-04
dataset\Actor_04\03-01-05-02-02-01-04.wav,4,dataset\Actor_04\03-01-05-02-02-01-04
dataset\Actor_04\03-01-05-02-02-02-04.wav,4,dataset\Actor_04\03-01-05-02-02-02-04
dataset\Actor_04\03-01-06-01-01-01-04.wav,5,dataset\Actor_04\03-01-06-01-01-01-04
dataset\Actor_04\03-01-06-01-01-02-04.wav,5,dataset\Actor_04\03-01-06-01-01-02-04
dataset\Actor_04\03-01-06-01-02-01-04.wav,5,dataset\Actor_04\03-01-06-01-02-01-04
dataset\Actor_04\03-01-06-01-02-02-04.wav,5,dataset\Actor_04\03-01-06-01-02-02-04
dataset\Actor_04\03-01-06-02-01-01-04.wav,5,dataset\Actor_04\03-01-06-02-01-01-04
dataset\Actor_04\03-01-06-02-01-02-04.wav,5,dataset\Actor_04\03-01-06-02-01-02-04
dataset\Actor_04\03-01-06-02-02-01-04.wav,5,dataset\Actor_04\03-01-06-02-02-01-04
dataset\Actor_04\03-01-06-02-02-02-04.wav,5,dataset\Actor_04\03-01-06-02-02-02-04
dataset\Actor_04\03-01-07-01-01-01-04.wav,6,dataset\Actor_04\03-01-07-01-01-01-04
dataset\Actor_04\03-01-07-01-01-02-04.wav,6,dataset\Actor_04\03-01-07-01-01-02-04
dataset\Actor_04\03-01-07-01-02-01-04.wav,6,dataset\Actor_04\03-01-07-01-02-01-04
dataset\Actor_04\03-01-07-01-02-02-04.wav,6,dataset\Actor_04\03-01-07-01-02-02-04
dataset\Actor_04\03-01-07-02-01-01-04.wav,6,dataset\Actor_04\03-01-07-02-01-01-04
dataset\Actor_04\03-01-07-02-01-02-04.wav,6,dataset\Actor_04\03-01-07-02-01-02-04
dataset\Actor_04\03-01-07-02-02-01-04.wav,6,dataset\Actor_04\03-01-07-02-02-01-04
dataset\Actor_04\03-01-07-02-02-02-04.wav,6,dataset\Actor_04\03-01-07-02-02-02-04
dataset\Actor_04\03-01-08-01-01-01-04.wav,7,dataset\Actor_04\03-01-08-01-01-01-04
dataset\Actor_04\03-01-08-01-01-02-04.wav,7,dataset\Actor_04\03-01-08-01-01-02-04
dataset\Actor_04\03-01-08-01-02-01-04.wav,7,dataset\Actor_04\03-01-08-01-02-01-04
dataset\Actor_04\03-01-08-01-02-02-04.wav,7,dataset\Actor_04\03-01-08-01-02-02-04
dataset\Actor_04\03-01-08-02-01-01-04.wav,7,dataset\Actor_04\03-01-08-02-01-01-04
dataset\Actor_04\03-01-08-02-01-02-04.wav,7,dataset\Actor_04\03-01-08-02-01-02-04
dataset\Actor_04\03-01-08-02-02-01-04.wav,7,dataset\Actor_04\03-01-08-02-02-01-04
dataset\Actor_04\03-01-08-02-02-02-04.wav,7,dataset\Actor_04\03-01-08-02-02-02-04
dataset\Actor_05\03-01-01-01-01-01-05.wav,0,dataset\Actor_05\03-01-01-01-01-01-05
dataset\Actor_05\03-01-01-01-01-02-05.wav,0,dataset\Actor_05\03-01-01-01-01-02-05
dataset\Actor_05\03-01-01-01-02-01-05.wav,0,dataset\Actor_05\03-01-01-01-02-01-05
dataset\Actor_05\03-01-01-01-02-02-05.wav,0,dataset\Actor_05\03-01-01-01-02-02-05
dataset\Actor_05\03-01-02-01-01-01-05.wav,1,dataset\Actor_05\03-01-02-01-01-01-05
dataset\Actor_05\03-01-02-01-01-02-05.wav,1,dataset\Actor_05\03-01-02-01-01-02-05
dataset\Actor_05\03-01-02-01-02-01-05.wav,1,dataset\Actor_05\03-01-02-01-02-01-05
dataset\Actor_05\03-01-02-01-02-02-05.wav,1,dataset\Actor_05\03-01-02-01-02-02-05
dataset\Actor_05\03-01-02-02-01-01-05.wav,1,dataset\Actor_05\03-01-02-02-01-01-05
dataset\Actor_05\03-01-02-02-01-02-05.wav,1,dataset\Actor_05\03-01-02-02-01-02-05
dataset\Actor_05\03-01-02-02-02-01-05.wav,1,dataset\Actor_05\03-01-02-02-02-01-05
dataset\Actor_05\03-01-02-02-02-02-05.wav,1,dataset\Actor_05\03-01-02-02-02-02-05
dataset\Actor_05\03-01-03-01-01-01-05.wav,2,dataset\Actor_05\03-01-03-01-01-01-05
dataset\Actor_05\03-01-03-01-01-02-05.wav,2,dataset\Actor_05\03-01-03-01-01-02-05
dataset\Actor_05\03-01-03-01-02-01-05.wav,2,dataset\Actor_05\03-01-03-01-02-01-05
dataset\Actor_05\03-01-03-01-02-02-05.wav,2,dataset\Actor_05\03-01-03-01-02-02-05
dataset\Actor_05\03-01-03-02-01-01-05.wav,2,dataset\Actor_05\03-01-03-02-01-01-05
dataset\Actor_05\03-01-03-02-01-02-05.wav,2,dataset\Actor_05\03-01-03-02-01-02-05
dataset\Actor_05\03-01-03-02-02-01-05.wav,2,dataset\Actor_05\03-01-03-02-02-01-05
dataset\Actor_05\03-01-03-02-02-02-05.wav,2,dataset\Actor_05\03-01-03-02-02-02-05
dataset\Actor_05\03-01-04-01-01-01-05.wav,3,dataset\Actor_05\03-01-04-01-01-01-05
dataset\Actor_05\03-01-04-01-01-02-05.wav,3,dataset\Actor_05\03-01-04-01-01-02-05
dataset\Actor_05\03-01-04-01-02-01-05.wav,3,dataset\Actor_05\03-01-04-01-02-01-05
dataset\Actor_05\03-01-04-01-02-02-05.wav,3,dataset\Actor_05\03-01-04-01-02-02-05
dataset\Actor_05\03-01-04-02-01-01-05.wav,3,dataset\Actor_05\03-01-04-02-01-01-05
dataset\Actor_05\03-01-04-02-01-02-05.wav,3,dataset\Actor_05\03-01-04-02-01-02-05
dataset\Actor_05\03-01-04-02-02-01-05.wav,3,dataset\Actor_05\03-01-04-02-02-01-05
dataset\Actor_05\03-01-04-02-02-02-05.wav,3,dataset\Actor_05\03-01-04-02-02-02-05
dataset\Actor_05\03-01-05-01-01-01-05.wav,4,dataset\Actor_05\03-01-05-01-01-01-05
dataset\Actor_05\03-01-05-01-01-02-05.wav,4,dataset\Actor_05\03-01-05-01-01-02-05
dataset\Actor_05\03-01-05-01-02-01-05.wav,4,dataset\Actor_05\03-01-05-01-02-01-05
dataset\Actor_05\03-01-05-01-02-02-05.wav,4,dataset\Actor_05\03-01-05-01-02-02-05
dataset\Actor_05\03-01-05-02-01-01-05.wav,4,dataset\Actor_05\03-01-05-02-01-01-05
